Age,Gender,Height,Weight,CALC,FAVC,FCVC,NCP,SCC,SMOKE,CH2O,family_history_with_overweight,FAF,TUE,CAEC,MTRANS,NObeyesdad
17,1,1.56,51.0,0,1,3.0,3.0,0,0,1.0,0,0.0,2.0,1,0,0
19,0,1.88,79.0,1,0,2.0,3.0,0,0,3.0,0,3.0,0.0,1,2,0
16,0,1.82,71.0,1,1,2.0,3.0,0,0,2.0,1,2.0,1.0,2,0,0
17,0,1.8,58.0,0,1,2.0,3.0,0,0,2.0,0,2.0,1.0,2,1,4
21,0,1.7,65.0,0,1,2.0,3.0,0,0,1.0,1,1.0,1.0,2,0,0
19,0,1.82,75.0,0,0,2.0,3.0,0,0,2.0,1,1.0,0.0,2,0,0
18,0,1.86,110.0,1,1,2.0,1.0,0,1,2.0,1,1.0,2.0,1,0,3
16,1,1.66,58.0,0,0,2.0,1.0,0,0,1.0,0,0.0,1.0,1,1,0
21,1,1.53,53.0,1,1,3.0,3.0,0,0,2.0,0,2.0,1.0,1,0,0
26,0,1.74,80.0,0,0,2.0,3.0,0,0,2.0,0,2.0,0.0,1,2,1
18,0,1.8,80.0,2,1,2.0,3.0,0,0,1.0,1,0.0,1.0,2,0,0
23,0,1.7,75.0,1,1,3.0,3.0,0,0,3.0,0,1.0,2.0,1,0,1
26,0,1.7,70.0,1,1,2.0,3.0,0,1,1.0,0,0.0,0.0,1,0,0
18,0,1.72,55.0,1,1,2.0,4.0,0,0,2.0,0,2.0,1.0,1,0,0
16,0,1.84,45.0,1,1,3.0,3.0,0,0,3.0,1,3.0,2.0,3,1,4
16,1,1.57,49.0,1,1,2.0,4.0,0,0,2.0,0,0.0,1.0,3,0,0
20,0,1.8,85.0,1,0,2.0,3.0,0,0,3.0,1,2.0,1.0,1,0,1
23,0,1.75,120.0,1,1,2.0,3.0,0,1,2.0,1,2.0,1.0,1,0,5
24,1,1.56,60.0,1,1,1.0,3.0,0,0,2.0,1,0.0,2.0,3,0,0
23,1,1.59,48.0,1,1,2.0,1.0,0,0,1.0,1,0.0,2.0,2,0,0
20,0,1.8,75.0,1,1,3.0,4.0,0,0,3.0,0,2.0,0.0,3,0,0
16,1,1.66,58.0,0,0,2.0,1.0,0,0,1.0,0,0.0,1.0,1,1,0
17,0,1.79,57.0,0,1,2.0,4.0,0,0,2.0,1,2.0,1.0,2,0,4
17,0,1.72,62.0,0,1,2.0,3.0,0,0,2.0,0,3.0,1.0,3,0,0
16,1,1.6,57.0,0,1,3.0,3.0,0,0,1.0,0,3.0,0.0,1,0,0
17,0,1.66,56.0,1,1,1.0,3.0,0,0,2.0,1,1.0,1.0,3,0,0
26,1,1.65,63.0,0,1,3.0,3.0,0,0,1.0,0,1.0,0.0,1,1,0
26,0,1.7,72.0,1,1,2.0,3.0,0,0,2.0,0,0.0,0.0,3,0,0
38,0,1.75,75.0,0,0,3.0,3.0,0,0,1.0,1,2.0,1.0,2,2,0
18,0,1.75,70.0,0,1,3.0,4.0,0,0,2.0,0,1.0,1.0,1,0,0
25,1,1.56,45.0,1,1,2.0,3.0,0,0,1.0,0,0.0,0.0,1,0,0
27,1,1.55,63.0,1,1,2.0,3.0,0,0,1.0,0,0.0,1.0,1,2,1
21,0,1.67,67.0,0,1,3.0,1.0,0,0,2.0,1,1.0,1.0,3,0,0
38,0,1.75,75.0,0,0,3.0,3.0,0,0,1.0,1,3.0,1.0,2,2,0
23,1,1.75,56.0,1,0,3.0,3.0,0,0,2.0,0,2.0,0.0,2,0,4
18,0,1.8,72.0,1,1,2.0,3.0,0,0,2.0,1,3.0,0.0,1,2,0
30,1,1.65,71.0,1,1,2.0,3.0,0,0,1.0,1,0.0,0.0,1,0,1
21,1,1.55,58.0,1,1,2.0,1.0,0,0,1.0,0,1.0,0.0,1,0,0
18,0,1.7,55.3,1,1,3.0,3.0,0,0,2.0,1,3.0,0.0,1,0,0
23,0,1.72,76.0,1,0,3.0,4.0,0,0,1.0,1,0.0,0.0,2,0,1
19,0,1.74,74.0,1,0,3.0,1.0,0,0,3.0,1,3.0,1.0,1,1,0
19,1,1.65,82.0,1,1,3.0,3.0,0,0,1.0,1,0.0,1.0,1,0,3
17,1,1.8,50.0,1,1,3.0,4.0,0,0,1.0,0,2.0,1.0,2,0,4
17,0,1.74,56.0,0,1,2.0,3.0,0,0,2.0,1,2.0,1.0,1,0,0
27,0,1.85,75.0,0,1,2.0,1.0,0,0,2.0,1,1.0,0.0,1,1,0
23,1,1.7,56.0,0,0,3.0,4.0,1,0,3.0,0,3.0,0.0,3,2,0
18,1,1.45,53.0,2,1,2.0,3.0,1,0,2.0,0,1.0,2.0,2,0,1
19,0,1.7,50.0,1,1,1.0,4.0,0,0,1.0,0,2.0,1.0,2,0,4
20,0,1.7,65.0,0,1,2.0,3.0,0,0,2.0,0,0.0,1.0,1,0,0
18,0,1.78,64.4,0,1,3.0,3.0,0,0,2.0,1,3.0,2.0,2,1,0
17,1,1.6,65.0,1,1,3.0,1.0,1,0,2.0,0,1.0,2.0,1,0,1
19,1,1.53,42.0,2,0,2.0,3.0,1,0,1.0,0,2.0,0.0,1,0,4
21,0,1.8,72.0,0,1,3.0,3.0,0,0,2.0,0,1.0,1.0,1,0,0
20,0,1.6,50.0,1,0,2.0,3.0,0,0,1.0,0,0.0,0.0,1,0,0
23,0,1.74,105.0,1,1,3.0,3.0,0,0,2.0,1,1.0,0.0,1,0,3
23,0,1.65,66.0,0,0,3.0,3.0,0,0,2.0,0,3.0,0.0,1,0,0
18,0,1.87,173.0,1,1,3.0,3.0,0,0,2.0,1,2.0,1.0,2,0,6
17,0,1.7,55.0,1,1,3.0,3.0,0,0,2.0,0,3.0,1.0,3,0,0
21,1,1.54,47.0,0,0,3.0,3.0,0,0,1.0,1,2.0,0.0,3,0,0
17,0,1.8,97.0,1,1,2.0,3.0,0,0,3.0,1,1.0,1.0,1,1,2
18,0,1.82,80.0,0,1,2.0,3.0,0,0,2.0,1,3.0,2.0,1,1,0
20,0,1.98,125.0,1,1,2.0,3.0,0,0,3.0,1,1.0,1.0,3,0,3
17,0,1.75,70.0,1,0,2.0,3.0,0,0,1.0,1,3.0,2.0,1,1,0
26,1,1.65,60.0,0,0,3.0,4.0,0,0,2.0,0,2.0,0.0,3,1,0
17,1,1.6,53.0,1,1,1.0,3.0,0,0,1.0,0,2.0,2.0,1,1,0
24,1,1.6,51.0,1,1,1.0,3.0,0,0,2.0,1,0.0,1.0,1,2,0
17,1,1.6,59.0,0,1,2.0,3.0,0,0,2.0,0,1.0,2.0,1,0,0
27,1,1.55,62.0,1,1,3.0,1.0,0,0,1.0,0,1.0,0.0,1,0,1
17,0,1.9,60.0,0,0,3.0,3.0,0,0,2.0,0,3.0,1.0,1,1,4
17,1,1.7,56.0,0,1,1.0,3.0,0,0,1.0,1,1.0,1.0,1,2,0
41,0,1.75,110.0,2,0,2.0,1.0,0,0,1.0,1,1.0,0.0,1,2,5
33,1,1.56,48.0,1,0,2.0,3.0,0,0,2.0,1,1.0,0.0,1,0,0
20,0,1.87,75.0,1,1,2.0,3.0,0,0,1.0,0,1.0,1.0,2,0,0
40,1,1.56,80.0,0,1,2.0,1.0,0,0,2.0,1,2.0,0.0,1,0,3
37,1,1.65,73.0,1,0,3.0,3.0,0,0,2.0,1,1.0,0.0,1,2,1
19,0,1.8,80.0,1,1,2.0,1.0,0,0,2.0,0,2.0,1.0,1,0,0
24,0,1.84,86.0,1,1,2.0,1.0,0,0,2.0,1,2.0,1.0,3,0,1
24,0,1.7,68.0,1,1,3.0,3.0,0,0,2.0,0,0.0,0.0,1,3,0
33,0,1.72,83.0,1,1,2.0,1.0,0,0,2.0,1,3.0,0.0,1,2,2
40,1,1.58,63.0,1,1,2.0,3.0,0,0,2.0,0,3.0,1.0,2,0,1
37,1,1.68,83.0,0,1,2.0,1.0,0,0,2.0,1,0.0,0.0,1,2,2
20,0,1.58,74.0,1,0,3.0,3.0,0,0,2.0,0,3.0,1.0,2,0,2
19,0,1.8,60.0,0,1,2.0,3.0,0,0,1.0,0,1.0,1.0,1,0,0
17,0,1.62,69.0,1,1,3.0,1.0,1,0,2.0,1,1.0,2.0,3,0,1
18,1,1.62,58.0,0,1,3.0,3.0,0,0,1.0,0,0.0,2.0,1,2,0
21,1,1.54,56.0,1,1,2.0,1.0,0,0,2.0,0,0.0,2.0,1,0,0
18,0,1.76,70.0,1,1,2.0,4.0,0,0,2.0,1,2.0,1.0,2,2,0
41,0,1.8,92.0,1,1,2.0,1.0,0,0,3.0,1,1.0,0.0,2,2,2
36,1,1.58,60.0,1,0,3.0,3.0,0,0,1.0,1,2.0,0.0,1,2,0
18,0,1.76,68.0,1,0,2.0,4.0,0,0,2.0,0,1.0,1.0,2,0,0
18,0,1.73,70.0,1,1,3.0,3.0,0,0,1.0,0,2.0,1.0,2,0,0
17,0,1.7,70.0,1,1,3.0,3.0,0,0,2.0,1,0.0,2.0,1,1,0
25,0,1.7,83.0,0,1,3.0,3.0,1,0,3.0,0,3.0,0.0,1,3,2
21,0,1.8,75.0,1,1,3.0,3.0,0,0,1.0,1,2.0,0.0,2,0,0
29,1,1.6,56.0,1,0,2.0,3.0,0,0,1.0,1,0.0,1.0,2,0,0
17,0,1.7,98.0,1,0,2.0,3.0,0,0,2.0,1,0.0,1.0,1,2,3
18,1,1.6,60.0,0,1,3.0,1.0,1,0,1.0,1,0.0,2.0,1,1,0
16,1,1.55,45.0,0,1,2.0,3.0,0,0,2.0,0,1.0,1.0,2,0,0
18,1,1.59,53.0,0,0,1.0,3.0,0,0,1.0,0,1.0,2.0,1,0,0
37,1,1.5,75.0,1,1,2.0,3.0,0,0,1.0,1,0.0,0.0,2,3,3
18,0,1.78,108.0,0,0,2.0,3.0,0,0,3.0,1,1.0,0.0,1,0,3
16,1,1.61,65.0,0,1,1.0,1.0,0,0,2.0,1,0.0,0.0,1,0,1
23,0,1.71,50.0,0,1,2.0,3.0,0,0,3.0,1,0.0,2.0,3,0,4
18,1,1.7,50.0,1,0,2.0,3.0,0,0,2.0,0,0.0,1.0,1,1,4
18,0,1.76,69.5,0,0,3.0,3.0,0,0,3.0,0,2.0,2.0,2,0,0
18,0,1.7,78.0,1,1,1.0,3.0,0,0,2.0,0,0.0,1.0,1,0,2
17,1,1.53,55.0,0,1,2.0,3.0,0,0,1.0,1,0.0,1.0,1,0,0
20,1,1.54,39.0,1,1,1.0,3.0,0,0,2.0,1,3.0,2.0,1,0,4
38,1,1.55,59.0,2,0,3.0,3.0,0,0,1.0,1,2.0,1.0,1,2,0
20,0,1.66,60.0,0,1,2.0,4.0,0,0,3.0,0,0.0,0.0,2,0,0
21,0,1.85,125.0,1,1,3.0,1.0,0,0,1.0,1,0.0,0.0,3,0,5
21,0,1.65,60.0,1,0,3.0,1.0,0,0,1.0,0,0.0,0.0,2,3,0
18,0,1.65,70.0,0,0,2.0,3.0,0,0,2.0,1,0.0,0.0,1,0,1
26,0,1.83,82.0,1,1,2.0,3.0,0,0,2.0,0,1.0,1.0,3,0,0
27,0,1.83,99.0,1,1,3.0,1.0,0,0,2.0,1,2.0,1.0,2,1,2
26,1,1.66,112.0,0,0,3.0,3.0,0,0,3.0,1,0.0,0.0,1,2,6
34,0,1.78,73.0,1,1,2.0,3.0,0,0,2.0,0,3.0,1.0,1,2,0
18,0,1.74,86.0,0,0,3.0,3.0,0,0,2.0,0,3.0,0.0,1,0,2
33,0,1.76,66.5,1,0,2.0,3.0,0,0,2.0,0,3.0,1.0,1,2,0
19,1,1.51,59.0,1,1,3.0,3.0,0,0,1.0,1,1.0,2.0,2,1,1
20,0,1.81,79.0,1,0,3.0,1.0,0,0,2.0,1,0.0,0.0,1,0,0
33,1,1.55,55.0,1,1,3.0,1.0,0,0,3.0,1,2.0,1.0,1,0,0
20,0,1.83,66.0,0,0,2.0,3.0,0,0,2.0,0,1.0,1.0,1,0,0
20,1,1.6,65.0,1,0,3.0,3.0,1,0,2.0,0,0.0,0.0,1,0,1
33,0,1.85,85.0,1,1,2.0,3.0,0,0,2.0,0,1.0,0.0,2,2,0
33,0,1.75,85.0,1,0,2.0,3.0,1,0,2.0,0,1.0,0.0,1,0,2
33,0,1.83,113.0,2,1,2.0,1.0,0,0,2.0,1,1.0,2.0,3,2,3
14,0,1.71,72.0,0,1,3.0,3.0,0,0,3.0,1,2.0,1.0,1,1,0
34,0,1.84,88.0,0,1,3.0,3.0,1,0,1.0,0,2.0,0.0,1,2,1
18,0,1.77,87.0,2,1,3.0,3.0,0,0,2.0,1,1.0,1.0,1,0,2
18,0,1.7,90.0,1,1,3.0,3.0,0,0,2.0,0,2.0,0.0,1,0,3
29,0,1.62,89.0,1,1,1.0,3.0,0,0,1.0,1,0.0,0.0,1,0,3
18,0,1.85,60.0,1,1,3.0,4.0,1,0,2.0,1,2.0,0.0,1,2,4
18,0,1.84,60.0,1,1,3.0,4.0,1,0,2.0,1,2.0,0.0,1,2,4
19,0,1.75,58.0,1,1,2.0,3.0,0,0,2.0,0,2.0,0.0,1,4,0
33,0,1.85,93.0,1,1,2.0,3.0,0,0,1.0,1,1.0,1.0,1,1,2
33,0,1.74,76.0,1,0,2.0,3.0,0,0,1.0,0,0.0,2.0,1,1,1
19,1,1.61,53.8,1,1,2.0,3.0,0,0,2.0,1,2.0,1.0,3,0,0
22,0,1.75,70.0,0,0,2.0,3.0,0,0,3.0,0,1.0,1.0,1,0,0
20,1,1.67,60.0,1,1,3.0,3.0,0,0,2.0,0,3.0,0.0,0,0,0
23,0,1.7,69.0,1,1,3.0,1.0,0,0,1.0,0,2.0,1.0,2,0,0
26,0,1.9,80.0,1,1,2.0,3.0,1,0,1.0,1,1.0,0.0,2,2,0
18,0,1.65,85.0,1,1,2.0,3.0,0,0,1.0,0,1.0,0.0,1,0,3
18,1,1.6,55.0,1,1,2.0,4.0,0,0,2.0,0,2.0,1.0,2,0,0
19,0,1.8,70.0,0,1,3.0,3.0,0,0,1.0,0,2.0,0.0,2,0,0
18,1,1.64,59.0,1,1,2.0,3.0,0,0,1.0,1,1.0,1.0,1,0,0
19,0,1.89,87.0,2,1,2.0,4.0,0,0,2.0,0,3.0,1.0,2,2,0
19,1,1.76,80.0,0,1,2.0,1.0,0,0,3.0,1,3.0,1.0,1,0,1
18,1,1.56,55.0,2,1,2.0,3.0,0,0,1.0,0,0.0,0.0,1,2,0
18,1,1.6,56.0,1,1,2.0,1.0,0,0,2.0,1,1.0,0.0,3,1,0
19,1,1.67,64.0,1,1,3.0,3.0,0,0,2.0,0,2.0,1.0,1,2,0
19,1,1.6,60.0,1,1,2.0,3.0,0,0,2.0,0,0.0,1.0,2,0,0
18,1,1.55,56.0,0,1,2.0,3.0,0,0,1.0,0,0.0,0.0,1,2,0
18,1,1.55,50.0,0,1,3.0,3.0,0,0,1.0,1,1.0,2.0,2,0,0
26,0,1.72,65.0,1,1,2.0,3.0,0,0,2.0,1,0.0,1.0,1,1,0
18,0,1.72,53.0,1,1,2.0,3.0,0,0,2.0,1,0.0,2.0,1,0,4
19,0,1.7,60.0,1,1,2.0,1.0,0,0,2.0,1,2.0,0.0,1,0,0
19,1,1.51,45.0,1,1,2.0,4.0,0,0,1.0,0,3.0,0.0,1,0,0
19,0,1.83,82.0,1,1,3.0,3.0,0,0,2.0,1,2.0,0.0,2,0,0
19,0,1.8,87.0,1,1,2.0,4.0,0,0,2.0,1,2.0,1.0,1,0,1
24,1,1.6,100.5,1,1,3.0,1.0,0,0,1.0,1,0.0,2.0,1,0,5
18,1,1.63,63.0,1,1,1.0,3.0,0,0,2.0,1,2.0,2.0,1,0,0
19,0,1.71,71.0,1,1,3.0,3.0,0,0,2.0,0,1.0,1.0,1,0,0
19,0,1.7,65.0,0,0,2.0,3.0,0,0,2.0,1,1.0,0.0,2,0,0
23,0,1.75,69.0,1,0,3.0,3.0,0,0,2.0,0,2.0,1.0,0,2,0
18,1,1.62,50.0,1,1,3.0,3.0,0,0,1.0,0,0.0,0.0,1,2,0
20,1,1.68,68.0,0,1,3.0,1.0,0,0,1.0,0,1.0,0.0,1,0,0
18,0,1.85,66.0,1,1,2.0,3.0,0,0,1.0,0,1.0,1.0,2,0,0
33,1,1.59,60.0,0,1,3.0,1.0,0,0,2.0,0,0.0,0.0,2,0,0
19,1,1.5,45.0,1,1,2.0,3.0,0,0,1.0,0,0.0,0.0,1,0,0
19,0,1.69,60.0,1,1,2.0,3.0,0,0,1.0,0,1.0,1.0,3,0,0
19,0,1.76,79.0,2,1,2.0,3.0,0,0,3.0,1,1.0,2.0,2,0,1
18,1,1.62,55.0,0,1,2.0,3.0,0,0,1.0,1,1.0,1.0,2,0,0
21,0,1.71,100.0,0,1,2.0,1.0,0,0,2.0,1,0.0,2.0,1,0,3
27,0,1.72,88.0,1,1,2.0,1.0,0,0,2.0,1,0.0,0.0,3,2,2
17,0,1.8,68.0,1,0,2.0,3.0,0,0,1.0,1,2.0,1.0,1,0,0
18,0,1.93,86.0,1,0,3.0,4.0,0,0,2.0,0,2.0,0.0,3,1,0
18,1,1.6,51.0,1,1,2.0,3.0,0,0,1.0,1,1.0,1.0,2,0,0
22,0,1.74,75.0,0,1,3.0,3.0,0,0,1.0,1,1.0,0.0,2,2,0
22,0,1.74,75.0,0,1,3.0,3.0,0,0,1.0,1,1.0,0.0,2,2,0
20,1,1.62,45.0,1,1,3.0,3.0,0,0,1.0,0,1.0,0.0,2,0,4
19,1,1.54,42.0,0,1,3.0,1.0,0,0,2.0,0,0.0,1.0,1,0,4
20,1,1.56,51.5,1,1,2.0,3.0,0,0,2.0,0,3.0,0.0,2,0,0
18,1,1.6,83.0,0,1,2.0,3.0,1,0,2.0,1,1.0,0.0,1,0,3
18,1,1.54,71.0,0,0,3.0,4.0,0,0,2.0,0,1.0,1.0,2,0,2
18,1,1.63,51.0,1,1,1.0,3.0,0,0,1.0,1,1.0,0.0,2,0,0
19,0,1.78,64.0,0,1,2.0,3.0,0,0,1.0,0,1.0,0.0,1,0,0
18,1,1.62,68.0,0,0,2.0,1.0,0,0,1.0,0,0.0,2.0,1,0,1
18,1,1.71,75.0,0,1,3.0,3.0,0,0,2.0,1,1.0,0.0,1,0,1
18,1,1.64,56.0,0,1,3.0,3.0,1,0,1.0,1,1.0,1.0,2,0,0
19,0,1.69,65.0,1,1,2.0,3.0,0,0,1.0,0,1.0,1.0,2,0,0
17,1,1.58,50.0,1,1,1.0,4.0,0,0,2.0,0,1.0,2.0,2,0,0
18,1,1.57,50.0,1,1,2.0,3.0,0,0,1.0,0,0.0,1.0,1,0,0
18,0,1.74,64.0,1,1,3.0,4.0,1,0,1.0,1,2.0,0.0,1,0,0
20,1,1.58,53.5,1,1,2.0,1.0,0,0,2.0,1,1.0,1.0,2,0,0
18,1,1.5,58.0,0,1,2.0,3.0,0,0,1.0,0,0.0,0.0,1,0,1
36,1,1.65,80.0,0,1,2.0,3.0,0,0,1.0,1,0.0,2.0,1,2,2
21,0,1.8,73.0,1,1,1.0,3.0,0,0,2.0,1,3.0,1.0,3,0,0
23,0,1.75,75.0,2,1,2.0,3.0,0,0,2.0,0,1.0,0.0,1,0,0
20,0,1.84,104.0,0,0,2.0,3.0,0,0,3.0,1,3.0,0.0,1,3,3
21,0,1.88,84.0,1,1,3.0,3.0,0,0,3.0,1,2.0,1.0,1,1,0
19,1,1.56,50.0,0,1,2.0,1.0,0,0,1.0,0,0.0,2.0,1,0,0
24,0,1.75,84.0,1,1,3.0,3.0,1,0,2.0,0,1.0,0.0,0,0,2
25,0,1.66,68.0,1,1,2.0,3.0,0,1,1.0,0,1.0,1.0,1,0,0
45,0,1.7,86.0,0,1,3.0,3.0,0,0,1.0,0,0.0,0.0,2,2,2
20,0,1.8,65.0,1,1,2.0,3.0,0,0,1.0,0,2.0,0.0,2,3,0
18,1,1.67,66.0,1,1,3.0,3.0,0,0,2.0,0,0.0,0.0,1,0,0
19,0,1.8,60.0,0,1,3.0,1.0,1,0,1.0,1,0.0,0.0,3,3,0
18,0,1.72,53.0,1,1,2.0,3.0,0,0,2.0,1,0.0,2.0,1,0,4
20,0,1.56,45.0,1,0,2.0,3.0,0,0,2.0,0,1.0,1.0,1,0,0
25,1,1.69,104.57,1,1,3.0,3.0,0,0,1.152736,1,0.319156,1.0,1,0,6
19,1,1.68,126.67,1,1,3.0,3.0,0,0,1.115967,1,1.541072,1.0,1,0,6
26,1,1.62,110.79,1,1,3.0,3.0,0,0,2.704507,1,0.0,0.29499,1,0,6
22,1,1.76,137.8,1,1,3.0,3.0,0,0,2.184707,1,1.978631,0.838957,1,0,6
22,1,1.84,165.06,1,1,3.0,3.0,0,0,2.406541,1,0.10032,0.479221,1,0,6
18,1,1.75,133.03,1,1,3.0,3.0,0,0,2.984323,1,1.586525,0.62535,1,0,6
26,1,1.63,111.49,1,1,3.0,3.0,0,0,2.444125,1,0.0,0.26579,1,0,6
26,1,1.63,104.83,1,1,3.0,3.0,0,0,2.654702,1,0.0,0.555468,1,0,6
22,1,1.77,133.96,1,1,3.0,3.0,0,0,2.825629,1,1.399183,0.928972,1,0,6
20,0,1.74,54.93,1,1,2.0,3.28926,0,0,2.847264,1,1.680844,2.0,1,0,4
17,0,1.77,55.7,1,1,2.0,4.0,0,0,2.884033,1,2.0,1.340107,1,0,4
22,0,1.75,55.88,1,1,2.450218,3.995147,0,0,2.147746,1,2.0,0.58998,1,0,4
22,1,1.68,51.15,0,1,3.0,3.0,0,0,2.815293,1,1.978631,1.0,2,0,4
21,1,1.67,49.87,0,1,3.0,3.0,0,0,2.593459,1,2.0,1.0,2,0,4
22,1,1.71,51.97,0,1,2.880161,3.0,0,0,1.031354,1,2.206738,1.37465,2,0,4
21,1,1.6,44.85,0,0,3.0,1.72626,0,0,2.444125,0,1.31817,0.0,2,0,4
22,1,1.6,42.85,0,0,3.0,2.581015,0,0,2.654702,0,0.902095,0.0,2,0,4
22,1,1.57,43.92,0,0,3.0,1.600812,0,0,2.651258,0,0.600817,0.0,2,0,4
21,1,1.59,43.09,0,0,2.00876,1.73762,0,0,1.792022,0,0.119643,0.0,2,0,4
23,1,1.6,44.58,0,0,2.596579,1.10548,0,0,1.490613,0,0.345684,0.0,2,0,4
24,1,1.6,45.0,0,0,2.591439,3.0,0,0,2.074048,0,1.679935,0.0,2,0,4
19,1,1.69,45.0,0,1,3.0,3.0,1,0,3.0,0,2.539762,1.283673,1,0,4
19,1,1.56,42.34,0,1,3.0,2.0846,1,0,2.13755,0,0.196152,0.062488,1,0,4
19,1,1.56,42.1,0,1,3.0,1.894384,1,0,2.456581,0,1.596576,0.9974,1,0,4
20,1,1.57,41.32,1,1,2.392665,1.0,0,0,1.0,0,0.0,0.738269,2,0,4
21,1,1.52,42.0,1,1,3.0,1.0,0,0,1.0,0,0.0,0.0,2,0,4
20,1,1.55,44.64,1,1,3.0,2.857787,0,0,1.0,0,0.754646,0.0,2,0,4
20,1,1.52,42.0,1,1,3.0,1.0,0,0,1.527036,0,0.0,0.860497,2,0,4
20,1,1.53,42.0,1,1,3.0,1.0,0,0,1.322669,0,0.0,0.478676,2,0,4
21,1,1.52,42.0,1,1,3.0,1.0,0,0,1.0,0,0.0,0.0,2,0,4
22,1,1.73,50.89,1,0,3.0,3.765526,0,0,1.656082,0,0.42777,0.555967,2,0,4
21,1,1.72,50.83,1,0,3.0,3.285167,0,0,1.569082,0,0.545931,0.469735,2,0,4
20,1,1.73,50.0,1,0,1.123939,4.0,0,0,1.0,0,1.303976,0.371941,2,0,4
23,0,1.88,64.11,1,1,3.0,3.0,0,0,2.843777,1,1.488843,0.009254,1,2,4
23,0,1.85,63.61,1,1,3.0,3.691226,0,0,2.650989,1,1.228136,0.8324,1,2,4
23,0,1.84,58.85,1,1,3.0,3.0,0,0,2.027984,1,1.661556,0.114716,1,2,4
18,0,1.76,52.0,0,1,3.0,3.0,0,0,2.0,1,0.658894,1.0,2,0,4
22,0,1.71,51.6,0,1,3.0,3.156153,0,0,1.253803,1,0.544784,0.256382,2,0,4
18,0,1.69,52.0,0,1,3.0,3.0,0,0,2.0,1,0.819682,1.0,2,0,4
19,1,1.59,41.45,1,1,2.0,1.07976,0,0,1.0,0,0.194745,1.547086,1,0,4
19,1,1.58,41.89,1,1,2.027574,1.0,0,0,1.636326,0,0.0,1.906141,1,0,4
19,1,1.56,41.4,1,1,2.658112,1.0,0,0,1.298165,0,0.0,1.639326,1,0,4
20,1,1.67,49.74,1,0,2.88626,3.559841,0,0,1.632004,0,2.0,1.0,2,0,4
20,1,1.69,49.66,1,0,2.714447,3.0,0,0,2.0,0,1.903182,1.0,2,0,4
20,1,1.66,49.04,1,0,2.750715,3.0,0,0,2.0,0,1.067817,1.0,2,0,4
23,1,1.71,50.29,0,1,2.0,3.0,0,0,2.099863,1,1.63581,2.0,2,0,4
20,1,1.76,53.7,0,1,2.0,3.891994,0,0,1.86393,1,2.870127,2.0,2,0,4
23,1,1.73,51.44,0,1,2.0,3.0,0,0,1.229915,1,0.619533,2.0,2,0,4
19,1,1.66,49.84,1,1,1.4925,3.0,0,0,1.049134,0,2.0,1.0,1,0,4
19,1,1.7,50.0,1,1,1.0,3.240578,0,0,1.0,0,2.0,1.0,1,0,4
19,1,1.66,49.93,1,1,2.205439,3.0,0,0,1.530531,0,2.0,1.0,1,0,4
30,1,1.61,49.52,0,1,2.059138,3.904858,0,0,2.0,1,0.821977,0.0,2,0,4
32,1,1.64,46.66,0,1,3.0,3.11158,0,0,2.721769,1,1.44287,0.0,2,0,4
24,1,1.65,49.84,0,1,3.0,3.590039,0,0,2.7305,1,0.107078,0.0,2,0,4
17,0,1.71,51.59,1,1,2.0,2.057935,0,0,2.371015,0,0.288032,0.714627,1,0,4
16,0,1.75,50.0,1,1,2.310423,3.558637,0,0,1.787843,0,1.926592,0.828549,1,0,4
16,0,1.69,52.63,1,1,2.0,2.000986,0,0,2.673835,0,0.99295,0.474836,1,0,4
18,0,1.75,51.46,1,1,2.823179,3.0,0,0,1.773236,0,1.252472,1.0,1,0,4
18,0,1.78,50.87,1,1,2.052932,3.0,0,0,2.0,0,0.520408,1.0,1,0,4
18,0,1.76,52.33,1,1,2.596364,3.0,0,0,2.0,0,0.281734,1.488372,1,0,4
17,0,1.84,58.94,0,1,2.767731,3.821168,0,0,2.0,1,2.0,0.556245,1,2,4
20,0,1.77,57.79,0,1,2.0,3.897078,0,0,2.622638,1,2.0,1.894105,1,2,4
18,0,1.78,57.15,0,1,2.0,3.092116,0,0,2.426465,1,2.0,1.839862,1,2,4
17,1,1.64,43.37,1,1,2.815157,3.0,0,0,2.911187,0,2.595128,1.380204,1,0,4
17,1,1.58,44.41,1,1,2.737762,3.0,0,0,2.310921,0,2.240714,1.59257,1,0,4
16,1,1.82,47.12,1,1,3.0,3.286431,0,0,2.148146,0,2.458237,1.273333,1,0,4
18,0,1.79,59.68,0,1,2.568063,4.0,0,0,2.0,1,2.0,0.220029,1,2,4
17,0,1.81,58.97,0,1,2.524428,4.0,0,0,2.0,1,2.0,0.03838,1,2,4
19,0,1.77,55.7,0,1,2.0,4.0,0,0,2.157395,1,2.0,1.679149,1,2,4
22,1,1.7,54.99,0,1,3.0,3.0,0,0,2.0,1,0.139808,0.875464,2,0,4
21,1,1.76,55.01,0,1,2.971574,3.592415,0,0,2.894678,1,2.0,1.009632,2,0,4
23,1,1.74,54.17,0,1,3.0,3.0,0,0,2.025279,1,2.0,0.152985,2,0,4
19,1,1.74,49.65,1,1,3.0,3.754599,0,0,1.692112,0,2.0,1.0,1,0,4
17,1,1.65,49.6,1,1,3.0,3.566082,0,0,1.438398,0,2.0,1.0,1,0,4
19,1,1.77,49.6,1,1,3.0,3.725797,0,0,1.191401,0,2.0,1.0,1,0,4
